Post ID,Post Message,Type,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Average time video viewed,Lifetime Video length
1277547548992987_2864039547010438,"We, ""AUST Innovation and Design Club"" are proud to announce our club partner from MIST - ""MIST Robotics Club"".  Teams registering through the reference of our partner clubs will receive a 10% discount on the registration fee. Teams affiliated with our partner clubs are encouraged to contact club members for the reference code discount.  -------- • Event Date: 14th (Saturday) & 15th (Sunday) March, 2020. • Reg. Deadline (Innovation Challenge): March 5, 2020 • Reg. Deadline (All Other Segments): March 10, 2020  • Rulebooks of all segments: https://drive.google.com/drive/mobile/folders/1g1cE-7S8i8cvCW2Oftnvj97Cgh1EA_JH?usp=drive_open  • Registration link for participants of Innovation Challenge ONLY: https://forms.gle/JMP7pQBo4qX9a5gL6  • Registration link for ALL OTHER SEGMENTS: http://mindspark20.aamarpay.com",Photo,2020-03-06 01:40:38,849,884,33,25,36,0,658,621,32,0,0,0,0,0,0
1277547548992987_2863990950348631,"We, ""AUST Innovation and Design Club"" are proud to announce our club partner from SEC - ""SEC Robotics Club"".  Teams registering through the reference of our partner clubs will receive a 10% discount on the registration fee. Teams affiliated with our partner clubs are encouraged to contact club members for the reference code discount.  -------- • Event Date: 14th (Saturday) & 15th (Sunday) March, 2020. • Reg. Deadline (Innovation Challenge): March 5, 2020 • Reg. Deadline (All Other Segments): March 10, 2020  • Rulebooks of all segments: https://drive.google.com/…/1g1cE-7S8i8cvCW2Oftnvj97Cgh1EA_J…  • Registration link for participants of Innovation Challenge ONLY: https://forms.gle/JMP7pQBo4qX9a5gL6  • Registration link for ALL OTHER SEGMENTS: http://mindspark20.aamarpay.com",Photo,2020-03-06 01:03:26,530,554,21,13,18,0,516,485,20,0,0,0,0,0,0
1277547548992987_2863097777104615,Abstract submission portal for Innovation Challenge has been closed!,Status,2020-03-05 13:29:05,400,418,24,23,26,0,378,357,24,0,0,0,0,0,0
1277547548992987_2862950433786016,Where are the mighty tech giants of AUST!! Look who's here for you guys 😀  Registration is open till 11th MARCH. Don't miss the chance to be a part of it   #mindsparks_20 #austidc,SharedVideo,2020-03-05 11:51:42,733,775,76,66,81,0,731,686,75,0,0,117,123,0,88351
1277547548992987_2862171910530535,"Abstract submission portal for Innovation Challenge will be closed permanently tonight at 11.59 PM.   • Reg. Link for Innovation Challenge:  https://forms.gle/JMP7pQBo4qX9a5gL6  – – –   Reg. Deadline for other segments: 10 March, 2020  • Reg. Link for ALL OTHER SEGMENTS: http://mindspark20.aamarpay.com",Photo,2020-03-05 04:25:01,404,420,21,19,24,0,378,365,19,0,0,0,0,0,0
1277547548992987_2838958546185205,Hello tech lovers of AUST campus. Registration booth will be opened tomorrow for MINDSPARKS 20. Offline Registration will be closed on 27th February,Photo,2020-02-23 07:29:05,5278,5972,157,122,215,0,1627,1314,82,0,0,0,0,0,0
1277547548992987_2838957392851987,Hello tech lovers of AUST campus. Registration booth will be opened tomorrow for MINDSPARKS 20. Offline Registration will be closed on 27th February .,Photo,2020-02-23 07:28:20,591,641,10,6,7,0,578,533,10,0,0,0,0,0,0
1277547548992987_2838699086211151,Last few days...hurry up...grab your seat and show the talents and skills inside you.  Best of luck guys,Link,2020-02-23 05:04:45,544,586,15,13,13,0,528,489,15,0,0,0,0,0,0
1277547548992987_2833752100039183,"আইডিসির  সদস্যদের পক্ষ থেকে সকল ভাষাশহীদ দের প্রতি বিনম্র শ্রদ্ধা কৃতজ্ঞতা জ্ঞাপন করছি। যাদের ত্যাগের কারনে আজ নিজ মায়ের ভাষায় ভাব প্রকাশের স্বাধীনতা পেয়েছি, তাদের এই ঋন মাতৃভাষার মর্যাদা রক্ষা করে পরিশোধ করা উচিত। উনাদের ত্যাগ আমরা বৃথা যেতে দিতে পারি না।",Photo,2020-02-20 22:18:27,2501,2656,159,64,72,0,2048,1912,130,0,0,0,0,0,0
1277547548992987_2828202600594133,"Do not be disheartened, AUSTians. You can still be a part of AUSTIDC even though the booth is closed.  Your immense response has thrilled us, and so we have decided to start the ONLINE REGISTRATION procedure for general member recruitment.  The only thing you got to do, is to follow the steps given in the form, and voila! Be a member of the most awesome club of AUST now.  #AUSTIDC #JoinAUSTIDC #WhereMindsCollide  https://docs.google.com/forms/d/e/1FAIpQLSe_x5PwjGE0lXAW9kjA9bjWwuAnHRsxOOCIBv36ntQ7J4BRrQ/viewform?usp=pp_url",Photo,2020-02-18 09:12:07,2441,2623,170,132,209,0,1663,1489,143,0,0,0,0,0,0
1277547548992987_2812401002174293,"The recruitment of general members of Fall '19 will start from tomorrow.   Our booth will be at the Plaza on the 12th,16th and 17th of February, 2020 from 9:30 AM to 4:20 PM.   Bring a passport size photo of yours and only Tk. 100 and you can easily join the most amazing club of AUST.",Photo,2020-02-11 08:47:07,5554,7123,403,341,408,0,2903,1956,230,0,0,0,0,0,0
1277547548992987_2801539113260482,Submission date extended till 15th February  Hurry up guys..,Photo,2020-02-06 07:22:02,1440,1652,103,82,117,0,1305,1134,88,0,0,0,0,0,0
1277547548992987_2764897530257974,"MINDSPARKS '20, organized by AUST Innovation and Design Club in association with IIT, Roorkee, India, is coming back with more new and exciting segments for you all.  Stay tuned for more updates!  #AUSTIDC #MindSparks20 #IdeationIntoExistence",Video,2020-01-19 07:52:11,12948,18068,1031,872,1321,0,6282,3131,576,1159,1438,3289,5109,4381,15189
1277547548992987_2756391064441954,"Hold on to your seats, tech enthusiasts! We are about to unveil the greatest and the biggest tech competition in Bangladesh.  *Drum rolls*  MINDSPARKS '20!!!  Presented to you by AUST Innovation and Design Club in association with Cognizance 2020, IIT, Roorkee, India. Be ready to take part in the diverse segments of this grand event.",Photo,2020-01-15 07:39:06,7366,8992,661,550,764,0,3345,2434,386,0,0,0,0,0,0
1277547548992987_2689411924473202,মহান বিজয় দিবস আজ,Photo,2019-12-15 20:10:59,3648,4196,275,187,225,0,2899,2507,218,0,0,0,0,0,0
1277547548992987_3400306690050385,"Hello Ahsanullah University of Science & Technology (AUST)! Ennovators 4.0 is coming to our University! To attend the Webinar Session, Join the link https://zoom.us/j/99951499493 on 27th September at 7:30 pm. If you haven’t registered for Ennovators yet, get your journey started by registering at - https://www.banglalink.net/en/e-career/programs/ennovators  Join the webinar session to know more! AUST Innovation and Design Club is the club partner from AUST for this session. Follow us to get all updates - Facebook: Banglalink Careers LinkedIn: https://lnkd.in/ggqMZ4C Instagram: instagram.com/banglalink.careers #ennovators #rethink #restart #recreate",Photo,2020-09-24 08:10:27,900,1034,48,41,57,0,892,766,47,0,0,0,0,0,0
1277547548992987_3368814593199595,"Very recently, AUST IDC has come to a common ground of understanding with SkillHub. We are really delighted!   We will reveal the perks for AUST students soon! 😁",Photo,2020-09-14 09:17:43,829,1017,42,27,32,0,848,687,40,0,0,0,0,0,0
1277547548992987_3368646486549739,"The Result: Nin presents ""Spill the Ink""!!  ------------------------------ • Segment: Research Writing ------------------------------  • Winner: Mahdi Hasan | Ahsanullah University of Science & Technology • Runner-Up: Mehedi Hasan Tusar | IBA, Jahangirnagar University  Congratulations!! 😁✨  ------------------------------ The Winners of ""Non-Fiction"" and the ""Promising Writer"" will be announced later. Stay tuned with patience! 😃",Photo,2020-09-14 08:12:19,2288,2841,216,164,274,0,1185,928,86,0,0,0,0,0,0
1277547548992987_3365552880192433,"The Result: Nin presents ""Spill the Ink""!!   ------------------------------ • Segment: Science-Fiction  ------------------------------  • Winner: Tahia Tabassum | BRAC University  • Runner-Up: Syed Raihan Mahmood | Ahsanullah University of Science & Technology   Congratulations!! 😁✨  ------------------------------ The Winners of ""Non-Fiction"" & ""Research Writing"", and the ""Promising Writer"" will be announced later (not tonight). Stay tuned with patience! 😃",Photo,2020-09-13 07:54:26,2637,3279,241,157,256,0,1548,1220,99,0,0,0,0,0,0
1277547548992987_3351791334901921,"Dear Case Solvers,  We know how much you love to solve real problems in the business industry. Your passion along with your creativity brings out the best solution of any case.  AUST Innovation and Design Club is proudly announcing its partnership with Torun - তরুণ  for its Business Competition Library powered by IPDC. This digital library is a game-changer for all the business competition enthusiasts.  This digital guide will help you to conquer your dream championship.  So, what are you thinking? Go to the link and prepare yourself for next-generation case solving.   See more details here: www.torundigital.com/competitions/",Link,2020-09-08 21:43:15,515,640,21,14,17,0,511,408,17,0,0,0,0,0,0
1277547548992987_3349544011793320,"We are glad to be partner with Interactive Cares for the National Digital Learning Competition : Be the Next E-Mentor.   Prize Money worth 100k BDT, virtual boot camp, internship opportunity, direct job and many more surprises waits for you! Event Details: https://www.facebook.com/events/626112874967097  For quick registration click on the link below: https://forms.gle/vRhKMY2gMrQjC5K79  #NationalDigitalLearningCompetition #InteractiveCares  #AUSTIDC",Link,2020-09-08 05:10:17,490,601,13,11,16,0,482,386,11,0,0,0,0,0,0
1277547548992987_3347255062022215,"Winners & Runner-ups of ""Nin presents Spill the Ink"" will receive 5000 BDT Prize money from our Title Sponsor nin। নিন; free burgers from Food Partner Chillox; Discount Voucher worth upto 2000 BDT from E-learning Partner Bohubrihi - Online Courses; and 50% discount on all courses of our Skill Development Partner Career Immunity.   Sounds great? 😉  Hold your breathe till the result gets published. 😁",Photo,2020-09-07 10:03:37,964,1161,44,28,45,0,949,786,38,0,0,0,0,0,0
1277547548992987_3346390118775376,"You may already know that all participants of Nin presents ""Spill the Ink"" will receive discount voucher from our Food Partner Chillox and 25% discount coupon from our Skill Development Partner Career Immunity.   Apart from the Winners & Runner-ups, one ""Promising Writer"" will receive an attractive Clock from our Title Sponsor ""Nin Bangladesh"" as a token of honor! 😁  Stay tuned for more features... 😉",Photo,2020-09-07 04:28:22,728,854,25,13,13,0,682,575,21,0,0,0,0,0,0
1277547548992987_3340517352695986,"All participants of Nin presents ""Spill the Ink"" will receive discount voucher from our Food Partner Chillox and 25% discount coupon from our Skill Development Partner Career Immunity.   Amazing features are coming for the Winners & Runner-ups! 😁  Stay tuned... 😉",Photo,2020-09-05 05:57:44,1221,1614,41,31,47,0,1012,734,33,0,0,0,0,0,0
1277547548992987_3337890059625382,"We are glad to be partner with Jagannath University IT Society for the Inter-University Idea Contest called JnUITS Presents ''IdeaQuakes 2020'' Powered by Lagvelki.   Gear up to compete with the best minds of the country to prove your business acumen. This would be a perfect stage for you, If you want to use your idea in real world.  Find more detail in the event page: https://www.facebook.com/events/318284629285464/",Photo,2020-09-04 08:51:34,813,951,43,30,49,0,854,734,43,0,0,0,0,0,0
1277547548992987_3335103223237399,"We are greatly thankful to our Club Partners of Nin presents ""Spill the Ink""! Thank you all for your constant support throughout the circulation period.  We hope that our mutual support always stands on! Thank you!",Photo,2020-09-03 10:48:12,887,1130,34,22,33,0,889,689,32,0,0,0,0,0,0
1277547548992987_3331900130224375,"Dear Writers, thank you so much for a huge response!  Stay tuned on the Event Page for further updates. 😁  Event: https://www.facebook.com/1277547548992987/posts/3331564330257955/",Photo,2020-09-02 11:10:02,616,748,26,20,30,1,612,492,22,0,0,0,0,0,0
1277547548992987_3331564330257955,"Are you done with your submission? You have less than 1 hour remaining!   ● Submission Link: https://forms.gle/swE23YjbjMT1Yj1e9 ● Extended Submission Deadline: 11.59 PM, 2 September, 2020 (Bangladesh Std. Time)",Photo,2020-09-02 10:01:15,425,500,12,9,9,0,418,346,10,0,0,0,0,0,0
1277547548992987_3331269950287393,"We are excited to announce Chillox as the Food Partner of this national event! 😁  Participate now and grab the discount coupons from ""CHILLOX"" And six lucky winners will get free burger 💥💥  • Facebook Page: https://www.facebook.com/chillox.burgers/  -------------------------------------  Participate in Spill the Ink, NOW!  ● Submission Link: https://forms.gle/swE23YjbjMT1Yj1e9 ● Extended Submission Deadline: 11.59 PM, 2 September, 2020 (Bangladesh Std. Time)",Photo,2020-09-02 07:00:58,3136,4256,186,143,227,0,2060,1382,135,0,0,0,0,0,0
1277547548992987_3327866837294371,"Time is running out!! Hurry up and participate in Spill the Ink, NOW!  ● Submission Link: https://forms.gle/swE23YjbjMT1Yj1e9  ● Extended Submission Deadline: 11.59 PM, 2 September, 2020 (Bangladesh Std. Time)",Photo,2020-09-01 06:18:04,1330,1836,48,33,50,0,1044,706,41,0,0,0,0,0,0
1277547548992987_3318714731542915,The DEADLINE has been EXTENDED ❗,Photo,2020-08-29 06:52:55,422,501,5,5,6,0,417,349,5,0,0,0,0,0,0
1277547548992987_3291611697586552,Isn't it amazing to earn some extra points to win? 😉,Photo,2020-08-20 08:03:51,531,606,29,26,33,0,541,476,28,0,0,0,0,0,0
1277547548992987_3288893947858327,Show your expertise in your interest of writing! 😁,Photo,2020-08-19 09:43:04,504,578,13,10,11,0,519,453,13,0,0,0,0,0,0
1277547548992987_3285592254855163,❗❗❗,Photo,2020-08-18 07:46:44,819,995,81,70,101,0,920,757,77,0,0,0,0,0,0
1277547548992987_3280798255334563,AUST IDC has partnered with Robotics Club of BRAC University - ROBU for the competition called Traction 2020.   Check out more detail in the followings:  𝗘𝗩𝗘𝗡𝗧 𝗪𝗘𝗕𝗣𝗔𝗚𝗘: [ https://traction.robu-lab.org/ ]  𝗙𝗔𝗖𝗘𝗕𝗢𝗢𝗞 𝗘𝗩𝗘𝗡𝗧 𝗣𝗔𝗚𝗘: [ https://facebook.com/events/s/traction-2020/1283242502019941/ ],SharedVideo,2020-08-17 05:00:20,608,723,31,27,33,0,654,553,31,0,0,98,101,0,60693
1277547548992987_3280121288735593,AUST IDC is delighted to partner with Chalkboard! ✨  • Click/Tap to visit the event page: Chalkboard Presents 'Stand Up Contents 1.0'. 😊,Photo,2020-08-16 10:21:52,630,756,27,24,31,0,693,581,27,0,0,0,0,0,0
1277547548992987_3279241105490278,"Knack Nation, a club from FBS, University of Dhaka, is organizing ProMark 2020 : Inter-University Online Business Case Competition - the country's first-ever online Project Management based Inter-University Business Case Competition.  Here you will get opportunity to learn about business case solving, project management, and experience the thrill of managing and marketing new projects.  Visit the Event page for further details. :)   AUST IDC is collaborating to this event as a Club Partner for enhancing the students' engagement.",Link,2020-08-16 03:37:26,369,426,26,20,27,0,376,323,23,0,0,0,0,0,0
1277547548992987_3275988149148907,AUST IDC mourns for the loss of the Father of our Nation.,Photo,2020-08-15 03:30:05,635,741,21,15,19,0,603,509,19,0,0,0,0,0,0
1277547548992987_3273456346068754,"অনলাইনে শুদ্ধ জ্ঞান-বিজ্ঞান চর্চার প্রসার ঘটাতে বিগত এক বছর যাবৎ কাজ করে যাচ্ছে Chalkboard. এরই ধারাবাহিকতায় প্রথমবারের মত আয়োজন করা হচ্ছে ডিজিটাল কন্টেন্ট তৈরির প্রতিযোগিতা Chalkboard Presents 'Stand Up Contents 1.0'.   নবীন কন্টেন্ট ক্রিয়েটরদের সুযোগ করে দেয়ার প্রয়াসেই এই আয়োজন। দেশের যেকোনো কলেজ কিংবা বিশ্ববিদ্যালয়ে অধ্যয়নরত যেকোনো শিক্ষার্থী এই প্রতিযোগিতায় অংশগ্রহণ করতে পারবে। 😄  **এ প্রতিযোগিতায় থাকছে মোট ১০ হাজার টাকার প্রাইজমানি** ✨ চ্যাম্পিয়ন ৫০০০  ✨ রানারআপ ৩০০০ ✨ সেকেন্ড রানার আপ ২০০০  এছাড়া বিজয়ী ৩ জনের জন্যই থাকছে চকবোর্ড এর কন্টেন্ট টিমে কাজ করার সুযোগ!   • রেজিস্ট্রেশন সংক্রান্ত সকল তথ্য, এখানেঃ https://www.facebook.com/events/762035664532287/  • ভিডিও পাঠানোর শেষ সময়ঃ রাত ১১:৫৯ মিনিট - ২৫ আগস্ট, ২০২০  -----------  অস্ট ইনোভেশন এন্ড ডিজাইন ক্লাব এই প্রতিযোগিতার ""ক্লাব পার্টনার"" হিসেবে প্রতিশ্রুত। :)",Photo,2020-08-14 04:09:08,2667,3320,140,131,170,1,1616,1262,105,0,0,0,0,0,0
1277547548992987_3267478493333206,"AUST IDC celebrates the engagement of youths in various sectors of the society as well as globally. So, let us embrace and recognize International Youth Day and celebrate in youthful colors.",Photo,2020-08-12 03:11:50,1520,1805,64,30,36,0,1037,850,50,0,0,0,0,0,0
1277547548992987_3256268691120853,"AUST Innovation & Design Club has recently organized an online workshop session on ‘Creating Impact on Interview’. The session was conducted through Zoom on 7 August 2020 (Friday). It was about two and a half hours long webinar session and 49 participants had attended the session. Mr. Shakir Hasan was the instructor. He is currently the HR head (Technical Operations) of Novartis Bangladesh Limited.   The main purpose and goal of this workshop were how a fresh graduate or even a running student can handle the interview board. Interview courtesy and manner, what to do and what not to do, and how a person can make himself confident for facing an interview were explained briefly with example.   It was a very valuable session for all the participants. We hope that all the participants can achieve the main purpose of this session and utilize that in their professional life.  #AUST #AUSTIDC #WhereMindsCollide",Photo,2020-08-08 05:59:42,1103,1324,115,97,123,1,1097,918,111,0,0,0,0,0,0
1277547548992987_3252871844793871,"AUST Innovation and Design Club is glad to be affiliated as Club Partner with EWU Agro Industrialization Club of East West University for the national agro-branding competition called EWU MarquePrey 2.0.   Register your team: https://rb.gy/g9o4ue  Reg. Deadline: 11.59 PM - 15 August, 2020",Photo,2020-08-07 01:54:01,649,791,31,16,20,0,719,591,30,0,0,0,0,0,0
1277547548992987_3247980498616339,"AUST Innovation & Design Club is here to help you to find the mistakes done in any interview and to let you learn relevant Interview Hacks from the Workshop Instructor:  Mr. Shakir Hasan | HR Head (Technical Operations), Novartis Bangladesh Ltd.",Photo,2020-08-05 08:57:47,674,801,30,20,27,0,735,624,30,0,0,0,0,0,0
1277547548992987_3247691421978580,EWU Agro Industrialization Club of East West University is back again presenting the second stunning season of nations first ever agro-branding competition “EWU MARQUE PREY 2.0”.   EWU Agro Industrialization Club is offering this floor where you can show your talent. Branding of agro-based products is very much important for the business as much as for the country.  ----------------------------------------- Reg. Link: https://rb.gy/g9o4ue  -----------------------------------------  AUST IDC is one of the affiliated club partners of this competition.,Link,2020-08-05 06:54:49,425,527,29,22,30,0,478,381,27,0,0,0,0,0,0
1277547548992987_3244760505605005,"• Application Link: https://forms.gle/W1tePA9VfCfetUAd8 -----------------------------  ""Your Campus, Your Club (YCYC)"" is the coolest initiative taken by AUST Innovation & Design Club. ✨  The YCYC Campaign will give you the opportunity to connect yourself directly to your very own AUST IDC! Sounds cool, right? But, how does it work? 🤔  Often you may hear that AUST IDC is the biggest and only tech-biz club run by the 'Group of Elites' within our university arena. Have you ever felt that IDC should come up with a program/event in accordance to your desire? And, what if we give you that privilege? 😉  YES! AUST IDC is launching the YCYC Campaign in which you may participate simply by putting an application via Google Form. You can fill up the form as many times as you want till the end of this campaign.   As you keep sharing your demands, IDC will fulfill them for YOU! 😁  When the YCYC Campaign ends, the most effective applicant(s) will receive recognition as Campaign Contributor(s) from AUST Innovation & Design Club. 🏅  Since AUST is your Campus; do also believe that IDC is YOUR CLUB! We are here FOR YOU! Are you there? 😃  ------------------------ • Application Link: https://forms.gle/W1tePA9VfCfetUAd8 ------------------------  #YCYC #YourCampusYourClub #YCYCbyAUSTIDC #AUST #IDC #AUSTIDC #WhereMindsCollide #GroupOfElites",Photo,2020-08-04 06:06:19,3145,4243,323,302,395,0,2269,1670,256,0,0,0,0,0,0
1277547548992987_3233158663431856,Wishing everyone a joyous and festive Eid-ul-Azha. May Allah accept our sacrifice of not only animals but also our vices.   Eid Mubarak!,Video,2020-07-31 06:46:14,1905,3280,89,59,74,0,2389,1290,67,84,106,279,351,2947,11144
1277547548992987_3230303283717394,• 70% Scholarship Winners: AUST-0101-20 AUST-0104-20 AUST-0105-20 AUST-0117-20 AUST-0118-20 AUST-0125-20 MXES-0107-20 MXUB-0168-20  • 60% Scholarship Winners: AUST-0102-20 AUST-0124-20,Photo,2020-07-30 08:28:16,9112,12579,1303,795,1326,2,3551,2127,540,0,0,0,0,0,0
1277547548992987_3227475510666838,"Only two days left for the fellowship program. Honourable graduates, apply now! Here are some valuable words from Mirza Muhammad Tehzib Sadaf, an accepted fellow of Teach For Bangladesh 2021 Cohort Fellowship.",Photo,2020-07-29 08:37:53,714,880,59,53,60,1,803,647,58,0,0,0,0,0,0
1277547548992987_3215330651881324,We are proud to partner with Teach For Bangladesh  who aspire to build change-makers and create a positive impact on our society. Apply for 2021 Fellowship by July 31 to #TeachForBangladesh.  Register today! 👉www.teachforbangladesh.org/register,Photo,2020-07-25 02:22:07,1064,1356,85,66,95,1,1040,806,75,0,0,0,0,0,0
1277547548992987_3209578012456588,"Join in the 3rd edition of ""Bangladesh Marketing Day"", the largest virtual celebration of marketeers in Bangladesh under the theme “Courage to Combat” will be observed on 24-25 July 2020.   The 2-day celebration from will comprise of exclusive keynote sessions & panel discussions concentrating on various interesting & relevant subjects matters by top professionals and industry leaders in Bangladesh.  • Register now: https://forms.gle/CnA2PeVKrWm1HiZR7  ---------------  AUST IDC is one of the Club Partners of this event.   #BangladeshMarketingDay #CourgaeToCombat #AUST #IDC #AUSTIDC #WhereMindsCollide",Link,2020-07-23 02:10:30,464,590,14,11,15,1,528,408,14,0,0,0,0,0,0
1277547548992987_3203979379683118,Watch the Grand Finale of Digital Khichuri Challenge COVID19 Edition LIVE! 🔥  #DKC #DigitalKhichuriChallenge #AUST #IDC #AUSTIDC #DigitalPeaceMovement #WhereMindsCollide #COVID19 #UNDP #Bangladesh 🇧🇩,SharedVideo,2020-07-21 01:43:17,645,789,18,14,17,1,727,589,17,0,0,107,109,0,14180906
1277547548992987_3196094920471564,AUST Innovation and Design Club's Watch Party,Status,2020-07-18 04:36:50,531,671,22,16,18,0,612,481,20,0,0,127,0,0,0
1277547548992987_3192837670797289,Join in the largest career development summit in Bangladesh!   Augmedix presents CKH Network: Next Gen Leaders Virtual Summit 2020 with IPDC Finance Ltd.  AUST Innovation and Design Club is glad to be strategic collaborator in this summit.,Status,2020-07-16 23:34:05,195,214,7,7,7,0,205,186,7,0,0,0,0,0,0
1277547548992987_3190823127665410,"AUST Innovation and Design Club is proud to be a Club Partner of Digital Khichuri Challenge!   • To learn all about DKC, visit here: http://digitalkhichuribd.org/  #AUST #AUSTIDC #WhereMindsCollide #DKC #DigitalKhichuriChallenge #DigitalPeaceMovement #UNDP #Bangladesh 🇧🇩",Photo,2020-07-16 06:29:15,820,998,58,42,51,0,932,766,58,0,0,0,0,0,0
1277547548992987_3188265251254531,"The largest online career development summit in Bangaladesh  is going to be organized by CKH Network in association with AUGMEDIX, IPDC Finance Ltd, Prime Finance Ltd, Kormo by Google and Global Organizations Sensei Wisdom, Jump Movement Asia, and KI Leadership Institute.   * Who Can Participate? - Regional Coordinator, Ambassador, Core team Member, Trainer & Facilitator, General Member, anyone who is interested.   AUST Innovation & Design Club has partnered with CKH Network as a students' community from Ahsanullah University of Science & Technology, Dhaka.",Status,2020-07-15 08:22:52,210,226,9,7,8,1,208,194,8,0,0,0,0,0,0
1277547548992987_3173931449354578,"Here is the biggest platform for the sales strategists, Dabur Sanitize  presents Negocio 1.0 organized by Communic.This time strategists will get the opportunity to make a complete sales strategy for one of the renowned brands. This is the time to show the skill of convincing  the consumers through sales strategy. So, strategists what you are waiting for!  Register now and be a part of the first and biggest sales strategy based competition.  - - - - - - - - - - - - - - - - - - - - - - -  AUST Innovation & Design Club is a Club Partner of this competition.   #Negocio #StrategizeToSurpass #AUSTIDC #WhereMindsCollide",Link,2020-07-10 05:15:29,581,775,31,23,32,0,698,521,30,0,0,0,0,0,0
1277547548992987_3170024686411921,"Aust Innovation and Design Club organised a two-and-a-half hours long workshop on Version Control System with Git & Github. AustIDC held the session online using Zoom on July 5, 2020. The workshop focused on introducing Git and Github to the enthusiasts willing to contribute to an open platform.  Mr Md. Atique Ahmed Ziad, a Front End Developer at Motif and also the GSoC 2020 at Mozilla, conducted these sessions.  The instructor designed the workshop to be task-based for which it was comparatively harder for the participants. But he provided the necessary handouts and instructions aptly so the participants will benefit from them in the future. Many of the participants faced problems with codes, but the instructor was adept to solving those skillfully. The workshop ended with the instructor handing out some exercises to the participants, and he also provided gifts for those who yielded an appropriate solution. Ten participants were able to complete all the provided tasks and will receive a certificate for their participation in this workshop from AustIDC. Overall, the workshop was interactive and well-designed to deliver the basics of Git and Github to enthusiastic participants. AustIDC is grateful to the honourable instructor for providing the time and effort for an active and structured workshop.  #AUST #GitandGitHub #AUSTIDC #WhereMindsCollide",Photo,2020-07-09 06:30:38,1150,1488,112,93,134,0,1309,996,107,0,0,0,0,0,0
1277547548992987_3160696447344745,"AUST Innovation and Design Club organised a two-day long workshop on Beginners Guide to Machine Learning. AUST IDC held the session online using Zoom on July 1-2, 2020. The workshop focused on introducing Machine Learning to those who have a basic understanding of Python programming. Thirty participants passed a qualifying test and received the chance of participating in this workshop.  Misbah Ull Islam, a Research Assistant of Headblocks and also the Former Chair of IEEE SPS and IEEE ComSoc Joint Student Branch Chapter of Ahsanullah University of Science and Technology, conducted these sessions.  The instructor started off the session with a glimpse of Artificial Intelligence and the uses of Machine Learning in different sectors. He designed this workshop to teach the participants how to make a web application using deep learning. In the first session of this two-day workshop, the instructor mainly discussed the root levels of Machine Learning and using this to build other projects. The participants learned about Linear Regression and its uses in Estimation on Day-1.  Day-2 was all about Classification Analysis, Logistic Regression and OCR. The workshop ended with a Q/A session, where the participants had their queries solved, and the instructor showed them the possible ways the participants can improve what they had learned from this workshop. He had also given a task, upon the completion of which, AustIDC will provide a Certificate to the participants.  Overall, the workshop was interactive and well-designed to deliver the basics of Machine Learning to enthusiastic participants. AUST IDC is grateful to the honourable instructor for providing the time and effort for this practical, yet exciting workshop.  #AUSTIDC #AUST #IDC #MachineLearning #WhereMindsCollide",Photo,2020-07-05 06:27:14,1728,2325,254,234,319,0,1772,1301,224,0,0,0,0,0,0
1277547548992987_3155775811170142,"Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  ● Segment: Digital Art  • Winner: ""First_day_after_quarantine is... to end and breath that air of hope to survive"" by Tuna • Runner Up: Freedom from COVID-19 by Baishakhi  • Honorable Mentions: - MONSTERCORONA by Rezwan - Return of the Hustle & Bustle by Madlad - My Favorite Restaurant Reopens by Mahin  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  ● Segment: Motion Graphics  • Winner: Heroes by Mimu • Runner Up: COVID-19 by Sajjad  • Honorable Mentions: - Our Superheroes by Rayat - Real Heroes of this Pandemic by Sudeepto - Healthcare Heroes by Fariya",Status,2020-07-03 10:36:04,1535,2102,105,77,116,0,1856,1355,95,0,0,0,0,0,0
1277547548992987_3155762131171510,"Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  • Segment: Digital Art  - - - - - - - - - - - - - - - - - - - - -  • Winner: ""First_day_after_quarantine is... to end and breath that air of hope to survive"" by Tuna.",Photo,2020-07-03 10:29:07,792,1092,58,31,45,0,1013,727,57,0,0,0,0,0,0
1277547548992987_3155753807839009,Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  • Segment: Motion Graphics  - - - - - - - - - - - - - - - - - - - - - • Winner: Heroes by Mimu - - - - - - - - - - - - - - - - - - - - -  Source: https://www.facebook.com/austidc/videos/3155747361172987/,Status,2020-07-03 10:24:41,1305,1727,138,123,178,1,1645,1242,136,0,0,0,0,0,0
